Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
170,Dominic Fletcher*,25,ARI,NL,22,85,78,10,24,5,1,2,13,0,2,5,17,.308,.349,.474,.824,125,37,0,0,2,0,1,89/7,fletcdo01
171,Wilmer Flores,31,SFG,NL,49,157,143,17,35,7,0,6,20,0,0,12,29,.245,.299,.420,.719,95,60,4,0,0,2,0,3HD/54,florewi01
172,Estevan Florial*,25,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/8H,flories01
173,Mike Ford*,30,SEA,AL,6,19,17,3,3,0,0,2,2,0,0,1,6,.176,.263,.529,.793,119,9,0,1,0,0,0,/D1,fordmi01
174,Nick Fortes,26,MIA,NL,44,140,131,15,30,1,0,3,12,3,1,9,27,.229,.279,.305,.584,61,40,6,0,0,0,0,2/HD,forteni01
175,Jake Fraley*,28,CIN,NL,55,197,172,23,45,8,0,7,38,11,3,22,35,.262,.350,.430,.780,106,74,4,2,0,1,2,*79H/D,fraleja01
176,Ty France,28,SEA,AL,63,275,247,38,70,21,0,5,28,1,0,16,41,.283,.353,.429,.782,123,106,10,11,0,1,0,*3/H,francty01
177,Wander Franco#,22,TBR,AL,63,278,251,41,75,19,2,8,32,22,5,23,33,.299,.360,.486,.846,138,122,9,2,0,2,1,*6/DH,francwa01
178,Adam Frazier*,31,BAL,AL,63,230,207,32,48,11,1,7,28,6,3,19,26,.232,.298,.396,.694,93,82,1,1,2,1,0,*4/H9D,fraziad01
179,Clint Frazier,28,CHW,AL,17,41,34,6,8,0,1,0,1,3,0,7,10,.235,.366,.294,.660,86,10,0,0,0,0,0,9/H78,frazicl01
180,Freddie Freeman*,33,LAD,NL,66,303,263,57,89,24,1,13,44,8,1,32,47,.338,.413,.586,.998,166,154,4,4,0,4,6,*3,freemfr01
181,Tyler Freeman,24,CLE,AL,17,42,40,5,12,4,0,0,2,1,0,2,7,.300,.333,.400,.733,106,16,1,0,0,0,0,/4H5D6,freemty01
182,TJ Friedl*,27,CIN,NL,44,168,151,17,47,10,3,3,20,6,0,10,33,.311,.360,.477,.837,120,72,0,2,4,1,0,*87/H9,friedtj01
183,David Fry,27,CLE,AL,12,18,17,2,2,0,0,0,0,0,0,1,5,.118,.167,.118,.284,-17,2,2,0,0,0,0,/2H35D,fryda01
184,Cam Gallagher,30,CLE,AL,28,77,73,3,10,2,0,0,6,0,0,2,21,.137,.169,.164,.333,-5,12,1,1,0,1,0,2,gallaca01
185,Joey Gallo*,29,MIN,AL,46,165,138,21,26,5,1,11,23,0,0,25,62,.188,.321,.478,.799,120,66,1,2,0,0,1,37/9H8D,gallojo01
186,Adolis García,30,TEX,AL,63,268,238,48,63,11,0,15,54,5,0,23,67,.265,.328,.500,.828,126,119,5,2,0,5,0,*9/8DH,garciad02
187,Avisaíl García,32,MIA,NL,22,76,69,6,13,1,0,3,8,1,0,3,23,.188,.243,.333,.577,57,23,0,2,0,0,0,9/7DH,garciav01
188,Luis García*,23,WSN,NL,57,243,225,28,62,9,1,5,28,3,3,13,31,.276,.310,.391,.701,96,88,4,0,1,4,0,*4/H,garcilu04
189,Maikel Garcia,23,KCR,AL,32,125,110,11,29,8,0,1,13,5,0,11,33,.264,.328,.364,.692,92,40,2,1,0,3,0,5/64,garcima01
190,Kyle Garlick,31,MIN,AL,14,30,28,2,5,1,0,2,4,0,0,2,11,.179,.233,.429,.662,80,12,0,0,0,0,0,/9H7D,garliky01
191,Stone Garrett,27,WSN,NL,37,116,106,19,28,5,0,3,15,2,0,6,37,.264,.313,.396,.709,98,42,2,2,0,1,0,7/HD9,garrest01
192,Mitch Garver,32,TEX,AL,12,44,39,9,11,2,0,3,9,0,0,5,16,.282,.364,.564,.928,152,22,1,0,0,0,0,/D2H,garvemi01
193,Ian Gibaut,29,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gibauia01
194,Logan Gillaspie,26,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,gillalo01
195,Andrés Giménez*,24,CLE,AL,62,242,219,27,53,11,2,4,19,7,3,11,37,.242,.304,.365,.669,88,80,4,9,2,1,1,*4/H,gimenan01
196,Kevin Ginkel*,29,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ginkeke01
197,Paul Goldschmidt,35,STL,NL,64,287,247,42,71,19,0,10,28,7,1,37,62,.287,.383,.486,.869,139,120,6,2,0,1,2,*3/D,goldspa01
198,Yan Gomes,35,CHC,NL,38,139,131,19,35,2,0,7,21,1,0,4,27,.267,.288,.443,.731,97,58,2,1,0,3,0,2/DH,gomesya01
199,Oscar Gonzalez,25,CLE,AL,25,75,73,5,14,2,1,1,5,0,0,2,15,.192,.213,.288,.501,40,21,0,0,0,0,0,9/HD,gonzaos01
200,Romy Gonzalez,26,CHW,AL,40,94,90,10,18,4,2,3,14,6,0,2,34,.200,.215,.389,.604,62,35,0,0,1,1,0,4/H97D658,gonzaro01
201,Victor González*,27,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gonzavi02
202,Nick Gordon*,27,MIN,AL,34,93,91,13,16,5,1,2,7,0,0,1,11,.176,.185,.319,.503,37,29,1,0,1,0,0,874H/6,gordoni01
203,Nolan Gorman*,23,STL,NL,60,230,202,26,52,10,0,15,46,4,2,25,67,.257,.339,.530,.869,136,107,1,1,0,2,1,4D/5H,gormano01
204,Yasmani Grandal#,34,CHW,AL,53,192,175,15,46,10,0,5,17,0,0,15,39,.263,.328,.406,.734,102,71,4,2,0,0,0,2/DH3,grandya01
205,Brusdar Graterol,24,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gratebr01
206,Jon Gray,31,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,grayjo02
207,Riley Greene*,22,DET,AL,52,224,203,29,60,9,3,5,18,6,0,21,64,.296,.362,.443,.805,124,90,4,0,0,0,0,*8/D,greenri03
208,Randal Grichuk,31,COL,NL,33,139,126,20,40,12,1,1,11,1,2,10,27,.317,.374,.452,.826,114,57,0,2,0,1,2,98/7DH,grichra01
209,Trent Grisham*,26,SDP,NL,61,231,196,24,38,15,0,6,16,3,3,33,67,.194,.313,.362,.675,91,71,4,1,0,0,0,*8/H,grishtr01
210,Vaughn Grissom,22,ATL,NL,19,70,65,5,18,2,0,0,7,0,1,2,13,.277,.314,.308,.622,69,20,1,2,0,1,0,6,grissva01
211,Robbie Grossman#,33,TEX,AL,54,216,189,34,45,8,0,7,32,0,0,21,56,.238,.315,.392,.706,95,74,4,2,0,4,0,7D9/H,grossro01
212,Vladimir Guerrero Jr.,24,TOR,AL,64,283,251,31,71,14,0,9,40,3,1,25,45,.283,.353,.446,.800,125,112,9,4,0,3,1,*3D/H,guerrvl02
213,Luis Guillorme*,28,NYM,NL,30,75,66,9,15,3,0,0,4,0,0,9,19,.227,.320,.273,.593,69,18,1,0,0,0,1,4/5H61,guilllu01
214,Lourdes Gurriel Jr.,29,ARI,NL,55,226,209,31,63,17,2,10,39,1,0,14,36,.301,.350,.545,.895,143,114,9,2,0,1,0,7D/H3,gurrilo01
215,Yuli Gurriel,39,MIA,NL,43,173,157,17,41,6,3,3,14,3,0,13,21,.261,.318,.395,.713,95,62,6,1,0,2,2,3/DH,gourryu01
216,Dalton Guthrie,27,PHI,NL,21,23,20,3,3,1,0,0,0,0,0,3,7,.150,.261,.200,.461,30,4,0,0,0,0,0,7/8H95,guthrda01
217,Eric Haase,30,DET,AL,49,174,159,12,33,6,0,2,14,3,1,14,48,.208,.270,.283,.553,56,45,4,0,0,1,1,27/HD,haaseer01
218,Sam Haggerty#,29,SEA,AL,24,48,42,6,8,2,0,0,2,4,1,6,11,.190,.292,.238,.530,55,10,0,0,0,0,0,H/43D78,haggesa01
219,Darick Hall*,27,PHI,NL,6,19,18,1,4,1,0,0,1,0,0,1,2,.222,.263,.278,.541,50,5,0,0,0,0,0,/3H,hallda02
220,Billy Hamilton,32,CHW,AL,3,2,2,2,0,0,0,0,0,2,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H9,hamilbi02
221,Garrett Hampson,28,MIA,NL,46,124,111,14,27,9,0,1,9,3,0,9,32,.243,.311,.351,.663,83,39,1,2,2,0,0,896/4HD7,hampsga01
222,Mitch Haniger,32,SFG,NL,38,153,142,20,32,8,0,4,20,1,0,9,40,.225,.275,.366,.641,75,52,2,1,0,1,0,7/9HD,hanigmi01
223,Ian Happ#,28,CHC,NL,64,278,227,20,59,15,0,4,23,5,2,46,67,.260,.385,.379,.764,111,86,1,2,0,3,1,*7/D,happia01
224,Bryce Harper*,30,PHI,NL,34,148,124,23,37,9,0,3,12,4,1,22,34,.298,.399,.444,.842,133,55,5,0,0,2,3,D,harpebr03
225,Michael Harris II*,22,ATL,NL,43,158,142,15,27,6,0,3,11,5,0,12,38,.190,.266,.296,.562,52,42,4,3,0,1,0,8/H,harrimi04
226,Josh Harrison,35,PHI,NL,28,72,67,4,13,1,0,1,7,0,0,1,16,.194,.236,.254,.490,36,17,1,3,0,1,0,5H/741D,harrijo05
227,Adam Haseley*,27,CHW,AL,26,39,36,6,8,2,0,0,2,1,0,3,8,.222,.282,.278,.560,56,10,1,0,0,0,0,9/8H7D,haselad01
228,Ke'Bryan Hayes,26,PIT,NL,62,257,241,33,63,15,5,4,28,7,5,15,45,.261,.304,.415,.718,96,100,9,0,0,1,0,*5,hayeske01
229,Austin Hays,27,BAL,AL,59,233,216,32,65,16,2,7,28,2,0,14,56,.301,.339,.491,.830,130,106,4,0,0,3,0,*7/98HD,haysau01
230,Taylor Hearn*,28,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,hearnta01
231,Austin Hedges,30,PIT,NL,38,125,109,9,19,5,0,0,11,1,0,8,25,.174,.235,.220,.455,27,24,4,1,6,1,0,2,hedgeau01
232,Jonah Heim#,28,TEX,AL,55,220,202,33,56,14,0,7,46,2,0,16,41,.277,.332,.450,.782,115,91,5,1,0,1,1,*2/DH,heimjo01
233,Tyler Heineman#,32,TOT,MLB,9,23,19,2,4,1,0,0,0,1,0,4,4,.211,.348,.263,.611,75,5,0,0,0,0,0,/2H,heinety01
234,Tyler Heineman#,32,PIT,NL,3,10,9,1,1,0,0,0,0,1,0,1,1,.111,.200,.111,.311,-11,1,0,0,0,0,0,/2,heinety01
235,Tyler Heineman#,32,TOR,AL,6,13,10,1,3,1,0,0,0,0,0,3,3,.300,.462,.400,.862,148,4,0,0,0,0,0,/2H,heinety01
236,Ryan Helsley,28,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,helslry01
237,Gunnar Henderson*,22,BAL,AL,57,209,178,34,42,8,2,9,21,4,2,30,62,.236,.349,.455,.804,124,81,3,1,0,0,1,*56/HD,hendegu01
238,David Hensley,27,HOU,AL,26,86,77,12,10,1,0,1,3,1,0,9,32,.130,.221,.182,.403,14,14,0,0,0,0,0,/4DH375,henslda01
239,Enrique Hernández,31,BOS,AL,61,240,216,32,50,10,0,6,28,2,0,20,51,.231,.300,.361,.661,78,78,9,2,0,2,0,*6/48H,hernaen02
240,Teoscar Hernández,30,SEA,AL,64,264,246,25,61,7,2,11,35,3,2,12,86,.248,.292,.427,.718,102,105,2,4,0,2,0,*9D,hernate01
241,Yonny Hernández#,25,LAD,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,hernayo02
242,Jose Herrera#,26,ARI,NL,21,68,55,11,14,4,0,0,6,1,0,8,19,.255,.344,.327,.671,88,18,2,0,4,1,0,2/1H,herrejo04
243,Jason Heyward*,33,LAD,NL,49,144,120,23,28,8,0,7,14,2,0,19,27,.233,.340,.475,.815,117,57,3,1,0,1,0,98H/D37,heywaja01
244,Aaron Hicks#,33,TOT,AL,38,112,98,17,23,4,1,2,9,1,0,14,25,.235,.330,.357,.688,93,35,0,0,0,0,0,78/HD,hicksaa01
245,Aaron Hicks#,33,NYY,AL,28,76,69,9,13,2,0,1,5,0,0,7,20,.188,.263,.261,.524,47,18,0,0,0,0,0,7/8HD,hicksaa01
246,Aaron Hicks#,33,BAL,AL,10,36,29,8,10,2,1,1,4,1,0,7,5,.345,.472,.586,1.058,196,17,0,0,0,0,0,8,hicksaa01
247,Kyle Higashioka,33,NYY,AL,37,103,96,10,22,6,0,3,17,0,0,7,32,.229,.282,.385,.667,84,37,1,0,0,0,0,2/DH,higasky01
248,Sam Hilliard*,29,ATL,NL,32,75,69,14,17,5,0,3,6,4,0,6,32,.246,.307,.449,.756,101,31,1,0,0,0,0,8H/7D9,hillisa01
249,Nico Hoerner,26,CHC,NL,57,258,238,32,67,9,1,4,29,14,2,17,29,.282,.333,.378,.711,95,90,4,2,0,1,0,*4/6DH,hoernni01
250,TJ Hopkins,26,CIN,NL,9,19,18,1,3,0,0,0,1,0,0,1,6,.167,.211,.167,.377,2,3,0,0,0,0,0,/7HD9,hopkitj01
251,Eric Hosmer*,33,CHC,NL,31,100,94,7,22,3,0,2,14,0,0,6,25,.234,.280,.330,.610,67,31,5,0,0,0,0,3D/H,hosmeer01
252,Sam Huff,25,TEX,AL,5,11,10,0,2,0,0,0,1,0,0,1,5,.200,.273,.200,.473,35,2,1,0,0,0,0,/D2H,huffsa01
253,Cooper Hummel#,28,SEA,AL,10,26,23,2,2,1,0,0,0,1,0,2,9,.087,.192,.130,.323,-5,3,1,1,0,0,0,/DH79,hummeco01
254,Tommy Hunter,36,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hunteto02
255,Andy Ibáñez,30,DET,AL,35,104,100,10,18,6,1,2,8,0,0,3,20,.180,.212,.320,.532,46,32,3,1,0,0,0,45/HD379,ibanean01
256,Jonathan India,26,CIN,NL,66,292,251,52,69,16,0,7,32,12,2,28,51,.275,.360,.422,.782,107,106,6,8,0,5,0,*4/D,indiajo01
257,Kyle Isbel*,26,KCR,AL,26,96,91,8,19,8,1,1,9,2,1,4,19,.209,.250,.352,.602,65,32,1,1,0,0,0,8/H,isbelky01
258,Drey Jameson,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,jamesdr01
259,Travis Jankowski*,32,TEX,AL,34,103,90,17,26,7,1,0,11,6,1,11,18,.289,.373,.389,.761,112,35,2,1,1,0,0,78/H9,jankotr01
260,Danny Jansen,28,TOR,AL,36,132,121,16,25,7,0,6,26,0,0,11,28,.207,.273,.413,.686,91,50,2,0,0,0,1,2/DH,janseda01
261,Kenley Jansen#,35,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,janseke01
262,Ryan Jeffers,26,MIN,AL,38,115,93,14,22,5,1,3,9,0,1,14,35,.237,.372,.409,.780,119,38,3,6,2,0,0,2/HD,jeffery01
263,Eloy Jiménez,26,CHW,AL,35,149,136,17,35,6,0,6,24,0,0,12,37,.257,.315,.434,.749,105,59,5,0,0,1,1,D9,jimenel02
264,Connor Joe,30,PIT,NL,56,204,179,29,45,14,3,6,21,3,4,21,56,.251,.343,.464,.807,120,83,1,4,0,0,0,937/H,joeco01
265,Bryce Johnson#,27,SFG,NL,25,44,40,6,7,1,0,1,3,1,0,3,14,.175,.227,.275,.502,38,11,0,0,0,1,0,8/H7,johnsbr03
266,Pierce Johnson,32,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,johnspi01
267,Nolan Jones*,25,COL,NL,15,54,50,7,18,4,0,4,12,4,0,4,17,.360,.407,.680,1.087,176,34,0,0,0,0,1,/397H,jonesno01
268,Aaron Judge,31,NYY,AL,49,213,175,42,51,10,0,19,40,3,1,35,63,.291,.404,.674,1.078,193,118,3,0,0,3,4,98D,judgeaa01
269,Edouard Julien*,24,MIN,AL,21,81,69,10,17,4,0,4,8,1,0,9,28,.246,.338,.478,.816,125,33,1,1,1,1,0,4/DH,julieed01
270,Corey Julks,27,HOU,AL,49,179,172,22,45,8,0,5,22,10,3,6,50,.262,.285,.395,.680,86,68,0,0,0,1,0,7D/H9,julksco01
271,Josh Jung,25,TEX,AL,61,261,242,44,69,13,1,13,39,1,2,17,68,.285,.333,.508,.842,129,123,1,1,0,1,0,*5,jungjo01
272,Jarred Kelenic*,23,SEA,AL,61,246,223,28,59,16,1,11,29,7,3,21,80,.265,.329,.493,.823,131,110,4,1,0,1,2,*79/8DH,kelenja01
273,Tony Kemp*,31,OAK,AL,51,174,151,11,22,5,0,1,11,3,1,18,22,.146,.244,.199,.443,30,30,4,2,2,1,0,47/HD,kempto01
274,Max Kepler*,30,MIN,AL,41,157,141,20,27,5,0,7,18,0,1,11,35,.191,.261,.376,.637,76,53,2,3,0,2,0,9/H,keplema01
275,Grae Kessinger,25,HOU,AL,2,6,5,0,1,0,0,0,0,0,0,1,1,.200,.333,.200,.533,54,1,0,0,0,0,0,/56,kessigr01
276,Kevin Kiermaier*,33,TOR,AL,54,180,162,27,48,10,4,4,16,5,0,14,35,.296,.358,.481,.839,135,78,5,2,1,1,0,*8/HD,kiermke01
277,Ha-Seong Kim,27,SDP,NL,61,226,191,26,46,10,0,5,20,11,2,29,55,.241,.341,.372,.713,102,71,3,1,3,2,0,456/H,kimha01
278,Isiah Kiner-Falefa,28,NYY,AL,51,149,140,17,34,5,1,3,15,6,3,7,23,.243,.284,.357,.641,77,50,3,1,1,0,0,87/5H916,kineris01
279,John King*,28,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,kingjo01
280,Alex Kirilloff*,25,MIN,AL,32,121,100,13,29,7,0,3,11,0,0,17,28,.290,.413,.450,.863,142,45,0,4,0,0,1,3/7HD9,kirilal01
281,Alejandro Kirk,24,TOR,AL,54,187,164,14,42,5,0,3,18,0,0,20,22,.256,.342,.341,.684,95,56,7,2,0,1,1,2HD,kirkal01
282,Andrew Knizner,28,STL,NL,28,89,85,12,19,5,0,5,12,1,0,3,25,.224,.250,.459,.709,91,39,1,0,1,0,0,2/H3D,kniznan01
283,Ryan Kreidler,25,DET,AL,11,18,18,2,2,0,0,0,0,0,0,0,7,.111,.111,.111,.222,-37,2,0,0,0,0,0,/456DH,kreidry01
284,Steven Kwan*,25,CLE,AL,65,298,259,43,67,16,1,2,20,11,1,34,37,.259,.343,.351,.695,97,91,6,1,1,3,2,*7/DH,kwanst01
285,Tommy La Stella*,34,SEA,AL,12,24,21,2,4,1,0,0,2,0,0,3,5,.190,.292,.238,.530,55,5,0,0,0,0,0,/DH,lasteto01
286,Jake Lamb*,32,LAA,AL,18,54,51,7,11,1,0,2,5,0,0,3,15,.216,.259,.353,.612,67,18,1,0,0,0,0,3/H1,lambja01
287,Shea Langeliers,25,OAK,AL,56,218,195,22,42,8,1,8,26,0,1,18,64,.215,.294,.390,.683,95,76,5,4,0,1,2,*2/DH,langesh01
288,Trevor Larnach*,26,MIN,AL,45,174,149,20,31,4,2,6,30,1,1,23,61,.208,.310,.383,.693,93,57,1,0,0,2,1,*79/H,larnatr01
289,Ramón Laureano,28,OAK,AL,49,197,181,20,41,9,3,5,17,7,0,12,56,.227,.289,.392,.682,95,71,3,4,0,0,0,*9/D8H,laurera01
290,DJ LeMahieu,34,NYY,AL,58,232,212,24,50,9,2,6,21,0,2,17,61,.236,.297,.382,.679,88,81,3,2,0,1,1,53/H4D,lemahdj01
291,Sandy León#,34,TEX,AL,19,43,40,4,6,2,0,0,4,0,0,1,19,.150,.190,.200,.390,9,8,2,1,1,0,0,2/1H,leonsa01
292,Josh Lester*,28,BAL,AL,5,15,15,0,4,0,0,0,4,0,0,0,4,.267,.267,.267,.533,51,4,0,0,0,0,0,/D35H9,lestejo02
293,Kyle Lewis,27,ARI,NL,6,18,18,1,3,1,0,1,2,0,0,0,9,.167,.167,.389,.556,47,7,0,0,0,0,0,/DH7,lewisky01
294,Royce Lewis,24,MIN,AL,10,41,41,4,13,1,0,2,9,0,0,0,12,.317,.317,.488,.805,121,20,1,0,0,0,0,/5D,lewisro02
295,Francisco Lindor#,29,NYM,NL,66,285,255,37,55,16,0,12,43,6,1,23,64,.216,.291,.420,.711,96,107,4,5,0,2,0,*6/D,lindofr01
296,Tim Locastro,30,NYM,NL,11,10,7,3,0,0,0,0,0,4,0,0,2,.000,.300,.000,.300,-5,0,0,3,0,0,0,/H7D9,locasti01
297,Evan Longoria,37,ARI,NL,34,112,103,16,23,6,0,8,15,0,0,8,35,.223,.277,.515,.791,113,53,3,0,0,1,0,5D/H,longoev01
298,Nicky Lopez*,28,KCR,AL,36,98,82,8,18,3,3,0,7,3,0,12,19,.220,.333,.329,.663,85,27,2,2,2,0,0,54/H6D,lopezni01
299,Brandon Lowe*,28,TBR,AL,50,201,176,26,36,5,1,9,29,3,0,24,63,.205,.299,.398,.696,96,70,4,0,0,1,0,*4/HD,lowebr01
300,Josh Lowe*,25,TBR,AL,55,202,188,30,56,14,0,11,39,14,2,13,47,.298,.342,.548,.889,148,103,1,0,0,1,0,*9/DH87,lowejo01
301,Nathaniel Lowe*,27,TEX,AL,64,289,254,44,69,17,1,7,37,0,0,32,63,.272,.353,.429,.782,116,109,4,1,0,2,1,*3,lowena01
302,Nathan Lukes*,28,TOR,AL,22,22,19,4,3,0,1,0,1,0,0,2,7,.158,.227,.263,.490,39,5,0,0,0,1,0,H9/D7,lukesna01
303,Jordan Luplow,29,TOR,AL,4,7,6,1,0,0,0,0,0,0,0,1,4,.000,.143,.000,.143,-54,0,0,0,0,0,0,/DH9,luplojo01
304,Manny Machado,30,SDP,NL,49,209,193,24,47,9,0,6,21,2,1,13,44,.244,.292,.383,.675,89,74,10,1,0,2,0,*5/D,machama01
305,Nick Madrigal,26,CHC,NL,37,109,102,14,24,3,1,0,9,2,2,5,11,.235,.284,.284,.569,57,29,3,2,0,0,0,5H4/D,madrini01
306,Drew Maggi,34,PIT,NL,3,6,6,1,2,1,0,0,1,0,0,0,1,.333,.333,.500,.833,126,3,0,0,0,0,0,/5HD,maggidr01
307,Luke Maile,32,CIN,NL,26,71,66,7,16,5,0,3,9,1,0,4,22,.242,.296,.455,.750,96,30,5,1,0,0,0,2/1D,mailelu01
308,Martín Maldonado,36,HOU,AL,47,166,145,11,27,4,0,3,8,0,0,14,52,.186,.272,.276,.547,53,40,8,3,4,0,0,*2,maldoma01
309,Trey Mancini,31,CHC,NL,53,194,174,21,41,7,0,4,20,0,0,16,55,.236,.302,.345,.647,77,60,3,1,0,1,1,3D/H9,mancitr01
310,Tucupita Marcano*,23,PIT,NL,47,135,123,13,32,11,1,3,11,4,0,6,18,.260,.311,.439,.750,104,54,2,3,3,0,0,64/H5D,marcatu01
311,Manuel Margot,28,TBR,AL,52,174,154,21,38,6,1,2,18,7,2,15,28,.247,.322,.338,.660,89,52,4,3,0,2,0,*89/H,margoma01
312,Jake Marisnick,32,TOT,AL,19,31,29,3,6,1,0,0,2,0,1,2,10,.207,.258,.241,.499,41,7,1,0,0,0,0,8/9HD,marisja01
313,Jake Marisnick,32,CHW,AL,9,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/98DH,marisja01
314,Jake Marisnick,32,DET,AL,10,29,27,2,6,1,0,0,2,0,1,2,9,.222,.276,.259,.535,51,7,1,0,0,0,0,8/H,marisja01
315,Brandon Marsh*,25,PHI,NL,61,218,186,25,49,9,4,5,26,4,0,27,73,.263,.355,.435,.790,118,81,1,1,1,3,2,*8/HD,marshbr02
316,Ketel Marte#,29,ARI,NL,61,269,238,42,65,11,4,9,26,6,1,24,43,.273,.346,.466,.812,122,111,6,4,0,3,0,*4/8DH,marteke01
317,Starling Marte,34,NYM,NL,60,233,213,26,55,5,1,3,18,18,3,13,43,.258,.316,.333,.649,83,71,3,5,2,0,0,*9/H8,martest01
318,J.D. Martinez,35,LAD,NL,50,215,197,31,53,17,2,16,47,0,0,11,62,.269,.307,.619,.926,141,122,5,2,0,5,0,*D/7,martijd02
319,Michael Massey*,25,KCR,AL,57,192,175,15,38,4,0,4,18,3,1,11,56,.217,.271,.309,.579,61,54,0,3,0,3,0,*4/HD,massemi02
320,Miles Mastrobuoni*,27,CHC,NL,25,64,56,2,9,2,0,0,1,5,0,8,17,.161,.266,.196,.462,30,11,1,0,0,0,0,/H59D4671,mastrmi01
321,Jorge Mateo,28,BAL,AL,57,199,181,33,41,8,0,6,25,18,3,10,46,.227,.267,.370,.637,77,67,4,1,3,3,0,*6/HD,mateojo01
322,Mark Mathias,28,PIT,NL,19,55,47,5,12,2,0,0,4,3,0,8,10,.255,.364,.298,.662,86,14,3,0,0,0,0,4/HD9,mathima01
323,Nick Maton*,26,DET,AL,59,199,168,18,28,7,0,6,23,0,1,28,52,.167,.291,.315,.607,70,53,2,2,0,1,1,54HD/6,matonni01
324,Tim Mayza*,31,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mayzati01
325,James McCann,33,BAL,AL,29,94,87,9,16,5,0,3,7,1,0,3,18,.184,.226,.345,.571,57,30,3,2,1,1,0,2/DH3,mccanja02
326,Jake McCarthy*,25,ARI,NL,36,119,105,12,20,2,1,1,7,12,3,10,20,.190,.271,.257,.528,48,27,4,2,1,1,0,9/8HD,mccarja02
327,Chas McCormick,28,HOU,AL,32,125,110,14,25,7,0,5,16,4,0,11,33,.227,.315,.427,.742,104,47,1,3,1,0,0,8/79DH,mccorch01
328,Andrew McCutchen,36,PIT,NL,57,239,196,31,52,7,0,8,23,7,2,38,48,.265,.381,.423,.804,122,83,3,1,0,4,1,*D/9H,mccutan01
329,Scott McGough,33,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mcgousc01
330,Reese McGuire*,28,BOS,AL,37,106,97,11,27,9,0,0,10,0,0,6,30,.278,.320,.371,.692,87,36,1,0,2,0,0,2H,mcguire01
331,Ryan McKenna,26,BAL,AL,51,76,70,13,16,5,0,1,8,1,0,3,23,.229,.276,.343,.619,73,24,3,2,0,1,0,*9H87/D1,mckenry01
332,Billy McKinney*,28,NYY,AL,5,17,17,3,5,2,1,1,1,0,0,0,2,.294,.294,.706,1.000,167,12,0,0,0,0,0,/78,mckinbi01
333,Zach McKinstry*,28,DET,AL,56,197,166,27,42,7,1,5,12,10,1,25,36,.253,.354,.398,.751,110,66,1,2,2,2,0,495H/761,mckinza01
334,Matt McLain,23,CIN,NL,25,119,110,21,37,8,3,2,10,2,2,8,32,.336,.387,.518,.905,138,57,1,1,0,0,0,6/4D,mclaima01
335,Ryan McMahon*,28,COL,NL,65,266,238,35,62,18,2,10,37,4,3,26,85,.261,.335,.479,.814,108,114,7,1,0,1,0,*54/H,mcmahry01
